SRIASupplierID,Name,VPManager,Crunchbase,Ticker,CompanyID,CreatedAt,UpdatedAt,State,Industry,EmployeeCount
55,"The Clearing House US","Atma Iyer",NULL,NULL,55,"2019-09-10 10:06:11","2022-01-10 19:01:59",,NULL,NULL
56,"Teletech - US Card","Jim Martin",NULL,NULL,56,"2019-09-10 10:06:11","2022-01-10 19:01:59","CO  ",NULL,NULL
71,"ServiceNow Inc.","Courtnee Smith",service-now-com,NOW,71,"2019-09-10 10:06:11","2022-01-11 04:37:13","CA  ",NULL,NULL
79,"Remitco (Deluxe)","Jon Buckbee",NULL,NULL,79,"2019-09-10 10:06:11","2022-01-10 19:02:11","CO  ",NULL,NULL
89,"POLLACK & ROSEN, P.A.","Jim Martin",NULL,NULL,89,"2019-09-10 10:06:11","2022-01-10 19:02:16","FL  ",NULL,NULL
92,"KLIMA PETERS AND DALY PA","Jim Martin",NULL,NULL,92,"2019-09-10 10:06:11","2022-01-10 19:02:17",,NULL,NULL
94,"Pager Duty","Courtnee Smith",pagerduty,PD,94,"2019-09-10 10:06:11","2022-01-11 06:31:19","CA  ",NULL,NULL
98,"NATHAN & NATHAN, P.C.","Jim Martin",NULL,NULL,98,"2019-09-10 10:06:11","2022-01-10 19:02:20","AL  ",NULL,NULL
101,"MOSS LAW FIRM, P.C.","Jim Martin",NULL,NULL,101,"2019-09-10 10:06:11","2022-01-10 19:02:21","TX  ",NULL,NULL
112,"MALEN & ASSOCIATES, P.C.","Jim Martin",NULL,NULL,112,"2019-09-10 10:06:11","2022-01-10 19:02:27","WI  ",NULL,NULL
116,"LONDON & LONDON, ATTORNEYS AT LAW","Jim Martin",NULL,NULL,116,"2019-09-10 10:06:11","2022-01-10 19:02:29","CT  ",NULL,NULL
128,"15 FIVE INC","Jim Martin",15five,NULL,128,"2019-10-22 03:22:31","2022-01-10 19:02:35",,NULL,NULL
143,"Address Doctor","Courtnee Smith",addressdoctor,NULL,143,"2019-10-22 03:22:31","2022-01-11 06:24:40",NULL,NULL,NULL
149,"Adrenaline Inc.","Jim Gorzalski",adrenaline,NULL,149,"2019-10-22 03:22:31","2022-01-11 04:23:25","GA  ",NULL,NULL
152,"Agiletics, Inc.","Courtnee Smith",agiletics,NULL,152,"2019-10-22 03:22:31","2022-01-11 06:24:39","FL  ",NULL,NULL
154,"AIS Portfolio Services, LP. (AIS-COAF)","Jim Gorzalski",NULL,NULL,154,"2019-10-22 03:22:31","2022-01-10 19:02:47","TX  ",NULL,NULL
155,"AIS Portfolio Services, LP.  (AIS)","Jim Martin",ais-infosource,NULL,155,"2019-10-22 03:22:31","2022-01-10 19:02:48","OK  ",NULL,NULL
161,"Alan King and Company","Courtnee Smith",NULL,NULL,161,"2019-10-22 03:22:31","2022-01-10 19:02:51",CA,NULL,NULL
164,"ALLIANCE ONE RECEIVABLES MANAGEMENT INC","Jim Martin",allianceone,NULL,164,"2019-10-22 03:22:31","2022-01-11 06:46:06","PA  ",NULL,NULL
170,"AI MEDIA TECHNOLOGIES LLC","Courtnee Smith",alternative-communication-services,NULL,170,"2019-10-22 03:22:31","2022-01-10 19:02:55","IL  ",NULL,NULL
172,"ALTON PLACE GROUP LLC","Courtnee Smith",NULL,NULL,172,"2019-10-22 03:22:31","2022-01-10 19:02:56",DC,NULL,NULL
173,"AMC Diligence, LLC","Jon Buckbee",NULL,NULL,173,"2019-10-22 03:22:31","2022-01-10 19:02:56","TX  ",NULL,NULL
175,"American Outback Adventures & Events","Gregory Desautels",NULL,NULL,175,"2019-10-22 03:22:31","2022-01-10 19:02:57",,NULL,NULL
176,"Americas Auto Auctions","Jim Gorzalski",americas-auto-auctions,NULL,176,"2019-10-22 03:22:31","2022-01-11 06:24:39",,NULL,NULL
178,"Anderson Sinclair","Mark Snyder",anderson-sinclair,NULL,178,"2019-10-22 03:22:31","2022-01-10 19:02:58",,NULL,NULL
187,"APPLE PAY","Jim Martin",apple,AAPL,187,"2019-10-22 03:22:31","2022-01-11 03:37:08","CA  ",NULL,NULL
192,"ARMADA ANALYTICS","Jon Buckbee",armada-analytics-inc,NULL,192,"2019-10-22 03:22:31","2022-01-11 04:23:20",,NULL,NULL
199,"Asset Management International, LLC","Courtnee Smith",NULL,NULL,199,"2019-10-22 03:22:31","2022-01-10 19:03:10","WA  ",NULL,NULL
204,"AuthX Consulting, LLC","Jim Martin",NULL,NULL,204,"2019-10-22 03:22:31","2022-01-10 19:03:12","HI  ",NULL,NULL
205,"Auto Auction Services, Corp.","Jim Gorzalski",autoims,NULL,205,"2019-10-22 03:22:31","2022-01-10 19:03:12",,NULL,NULL
212,"aVeriFact LLC","Jon Buckbee",NULL,NULL,212,"2019-10-22 03:22:31","2022-01-10 19:03:15","LA  ",NULL,NULL
216,"B&F Capital Markets","Jon Buckbee",b-f-capital-markets,NULL,216,"2019-10-22 03:22:31","2022-01-11 04:23:19","OH  ",NULL,NULL
248,"Blue Matrix","Jon Buckbee",bluematrix,NULL,248,"2019-10-22 03:22:32","2022-01-11 06:46:08","MA  ",NULL,NULL
249,"Broadcom Inc. (fka Bluecoat, Symantec, Computer Associates)","Courtnee Smith",cacheflow-33f5,NULL,249,"2019-10-22 03:22:32","2022-01-11 04:23:18",,NULL,NULL
252,Bottomline,"Courtnee Smith",bottomline-technologies,EPAY,252,"2019-10-22 03:22:32","2022-01-11 04:23:17","ME  ",NULL,NULL
255,"Boyne Clarke LLP","Mark Snyder",boyneclarke,NULL,255,"2019-10-22 03:22:32","2022-01-11 06:46:09",,NULL,NULL
258,BranchServ,"Jim Gorzalski",NULL,NULL,258,"2019-10-22 03:22:32","2022-01-10 19:03:37","CT  ",NULL,NULL
259,"Bratton & Co, Inc. dba Hyperdrive","Courtnee Smith",hyperdrive-agile,NULL,259,"2019-10-22 03:22:32","2022-01-10 19:03:37",,NULL,NULL
260,Brickstreet,"Courtnee Smith",NULL,NULL,260,"2019-10-22 03:22:32","2022-01-10 19:03:37","NH  ",NULL,NULL
275,"Capitalware Inc.","Courtnee Smith",NULL,NULL,275,"2019-10-22 03:22:32","2022-01-10 19:03:43","ON  ",NULL,NULL
277,"Capture Events, LLC","Jim Gorzalski",NULL,NULL,277,"2019-10-22 03:22:32","2022-01-10 19:03:44","FL  ",NULL,NULL
278,"Cardholder Brokerage Services Inc. (CBSI)","Jim Martin",cbsi-services,NULL,278,"2019-10-22 03:22:32","2022-01-10 19:03:44","NY  ",NULL,NULL
281,"Caremark CVS","Courtnee Smith",caremark,NULL,281,"2019-10-22 03:22:32","2022-01-11 06:46:09","RI  ",NULL,NULL
292,"CDN- Edgar Linguistic Services","Jennifer R Jackson",NULL,NULL,292,"2019-10-22 03:22:32","2022-01-10 19:03:51",QC,NULL,NULL
299,"CDN-BHLG, LLC","Mark Snyder",NULL,NULL,299,"2019-10-22 03:22:32","2022-01-10 19:03:54","NJ  ",NULL,NULL
300,"CDN-Broadridge Customer Communications Canada ULC fka CDN-DST Output","Jennifer R Jackson",NULL,NULL,300,"2019-10-22 03:22:32","2022-01-10 19:03:54","ON  ",NULL,NULL
305,"CDN-Common Collection","Mark Snyder",NULL,NULL,305,"2019-10-22 03:22:32","2022-01-10 19:03:57","ON  ",NULL,NULL
310,"CDN-CSI Brokers","Mark Snyder",NULL,NULL,310,"2019-10-22 03:22:32","2022-01-10 19:03:59",,NULL,NULL
317,"CDN-GOOGLE INC","Patrick Ens",google,GOOG,317,"2019-10-22 03:22:32","2022-01-10 19:04:04",,NULL,NULL
324,"CDN-Gatestone and Company, Inc.","Mark Snyder",NULL,NULL,324,"2019-10-22 03:22:32","2022-01-10 19:04:07",,NULL,NULL
334,"Central Licensing Bureau","Jim Gorzalski",NULL,NULL,334,"2019-10-22 03:22:32","2022-01-10 19:04:12",AR,NULL,NULL
339,"Okera, Inc. fka Cerebro Data, Inc.","Courtnee Smith",okera,NULL,339,"2019-10-22 03:22:33","2022-01-10 19:04:14",,NULL,NULL
343,"ChaosIQ Limited","Courtnee Smith",chaosiq,NULL,343,"2019-10-22 03:22:33","2022-01-11 06:22:50",NULL,NULL,NULL
346,"Progress (Chef) - UK","Robert Harding",chef,NULL,346,"2019-10-22 03:22:33","2022-01-10 19:04:17","WA  ",NULL,NULL
350,CIBAR,"Courtnee Smith",NULL,NULL,350,"2019-10-22 03:22:33","2022-01-10 19:04:19","CO  ",NULL,NULL
352,"CIRRUX SOLUTIONS INC","Courtnee Smith",NULL,NULL,352,"2019-10-22 03:22:33","2022-01-10 19:04:20","CA  ",NULL,NULL
358,"Ckr Interactive Inc","Courtnee Smith",ckr-interactive,NULL,358,"2019-10-22 03:22:33","2022-01-11 04:23:17",,NULL,NULL
363,"CLIENT SERVICES INC.","Jim Martin",NULL,NULL,363,"2019-10-22 03:22:33","2022-01-10 19:04:25","MO  ",NULL,NULL
364,"CLOUD HEALTH TECHNOLOGIES INC.","Courtnee Smith",cloudhealth-technologies,NULL,364,"2019-10-22 03:22:33","2022-01-11 06:22:49",NULL,NULL,NULL
367,"COAF - Direct Repo Service Provider Network","Jim Gorzalski",drx-9e5d,NULL,367,"2019-10-22 03:22:33","2022-01-10 19:04:26",,NULL,NULL
375,"Comgraphics, Inc.","Jim Gorzalski",comgraphx,NULL,375,"2019-10-22 03:22:33","2022-01-11 04:13:16",IL,NULL,NULL
379,"Lending Tree LLC (CompareCards)","Jim Martin",lendingtree,TREE,379,"2019-10-22 03:22:33","2022-01-10 19:04:31","NC  ",NULL,NULL
389,"cxLoyalty, Inc.","Jim Martin",connexions-loyalty,NULL,389,"2019-10-22 03:22:33","2022-01-11 04:11:54","VA  ",NULL,NULL
390,"Consumer Insight Group LLC","Jim Martin",NULL,NULL,390,"2019-10-22 03:22:33","2022-01-10 19:04:36","VA  ",NULL,NULL
405,CPPNA,"Jim Martin",NULL,NULL,405,"2019-10-22 03:22:33","2022-01-10 19:04:43",MN,NULL,NULL
408,"Craig-Cooper & Co Ltd - UK","Courtnee Smith",NULL,NULL,408,"2019-10-22 03:22:33","2022-01-10 19:04:45",,NULL,NULL
415,"Crown Asset Management, LLC","Jim Martin",NULL,NULL,415,"2019-10-22 03:22:33","2022-01-10 19:04:48",GA,NULL,NULL
417,"CTL Legal Professional Corporation","Mark Snyder",ctl-law,NULL,417,"2019-10-22 03:22:33","2022-01-10 19:04:48",,NULL,NULL
424,CyberGrants,"Laura Bailey",cybergrants,NULL,424,"2019-10-22 03:22:33","2022-01-11 04:11:53","MA  ",NULL,NULL
425,CyberTrain.IT,"Courtnee Smith",NULL,NULL,425,"2019-10-22 03:22:33","2022-01-10 19:04:52",,NULL,NULL
427,"D & G minibuses Ltd - UK","Michael Lynch",NULL,NULL,427,"2019-10-22 03:22:33","2022-01-10 19:04:53",NOTT,NULL,NULL
439,"DEBT NEXT","Jim Martin",NULL,NULL,439,"2019-10-22 03:22:33","2022-01-10 19:04:59",,NULL,NULL
448,"DG Private Hire Limited - UK","Michael Lynch",dg-private-hire,NULL,448,"2019-10-22 03:22:33","2022-01-10 19:05:05",,NULL,NULL
453,Diligent,"Jim Martin",diligent-board-member-services,DIL,453,"2019-10-22 03:22:34","2022-01-11 04:08:48","NY  ",NULL,NULL
460,"Dealer Dot Com Inc.","Shannon Jamison",NULL,NULL,460,"2019-10-22 03:22:34","2022-01-10 19:05:10",,NULL,NULL
466,Dovetail,"Courtnee Smith",,NULL,466,"2019-10-22 03:22:34","2022-01-10 19:05:12",NULL,NULL,NULL
468,"DTCC DATA REPOSITORY US LLC","Courtnee Smith",NULL,NULL,468,"2019-10-22 03:22:34","2022-01-10 19:05:13","NY  ",NULL,NULL
470,"Brink s U.S.","Jim Gorzalski",brink-s,BCO,470,"2019-10-22 03:22:34","2022-01-11 06:22:45","VA  ",NULL,NULL
474,"Eagle's Flight Training","Courtnee Smith",NULL,NULL,474,"2019-10-22 03:22:34","2022-01-10 19:05:16","MN  ",NULL,NULL
475,"EAN SERVICES LLC   ENTERPRISE NATIONAL RENTAL CARS","Courtnee Smith",NULL,NULL,475,"2019-10-22 03:22:34","2022-01-10 19:05:17","MO  ",NULL,NULL
478,"EARNS (Notification Systems, Inc.)","Jim Gorzalski",NULL,NULL,478,"2019-10-22 03:22:34","2022-01-10 19:05:18",,NULL,NULL
479,"Ebenchmarkers - UK",NULL,ebenchmarkers,NULL,479,"2019-10-22 03:22:34","2022-01-10 19:05:18",,NULL,NULL
486,"Encore Capital Group   Midland","Jim Martin",NULL,NULL,486,"2019-10-22 03:22:34","2022-01-10 19:05:21",,NULL,NULL
490,"Enodo Score Inc.","Jon Buckbee",enodo,NULL,490,"2019-10-22 03:22:34","2022-01-10 19:05:23",IL,NULL,NULL
495,"Environment and General Services, Inc.","Peter Hayden",NULL,NULL,495,"2019-10-22 03:22:34","2022-01-10 19:05:25",,NULL,NULL
521,"Fidelity Information Services (FIS) fka Sungard Quantum","Courtnee Smith",fis,FIS,521,"2019-10-22 03:22:34","2022-01-10 19:05:36",,NULL,NULL
522,"Fidelity Management Trust Company","Courtnee Smith",fidelity-investments,NULL,522,"2019-10-22 03:22:34","2022-01-10 19:05:37",,NULL,NULL
525,"Financial Network Inc (FNI)","Courtnee Smith",financial-network,NULL,525,"2019-10-22 03:22:34","2022-01-10 19:05:38","MO  ",NULL,NULL
544,"Fourth Line Films","Jim Martin",fourth-line,NULL,544,"2019-10-22 03:22:34","2022-01-10 19:05:47","VA  ",NULL,NULL
547,"Franklin Press Inc.","Jim Gorzalski",NULL,NULL,547,"2019-10-22 03:22:34","2022-01-10 19:05:48","MS  ",NULL,NULL
556,"GCF Valuations","Jim Martin",NULL,NULL,556,"2019-10-22 03:22:34","2022-01-10 19:05:53",,NULL,NULL
567,"Global Credit Data","Jim Martin",NULL,NULL,567,"2019-10-22 03:22:34","2022-01-10 19:05:58",,NULL,NULL
568,"Global Net Inc.","Courtnee Smith",NULL,NULL,568,"2019-10-22 03:22:34","2022-01-10 19:05:58","IL  ",NULL,NULL
575,"Google GMP","Jim Gorzalski",NULL,NULL,575,"2019-10-22 03:22:35","2022-01-10 19:06:03",,NULL,NULL
578,"GroupMap Technology Pty Ltd","Jon Buckbee",groupmap-technology,NULL,578,"2019-10-22 03:22:35","2022-01-10 19:06:05","WA  ",NULL,NULL
583,"Hamlin-Iturralde Corporation (TeamAsia)","Peter Hayden",teamasia,NULL,583,"2019-10-22 03:22:35","2022-01-10 19:06:07",,NULL,NULL
585,"HARBOR GROUP CONSULTING INC","Jon Buckbee",harbor-group-consulting,NULL,585,"2019-10-22 03:22:35","2022-01-11 03:47:34","NY  ",NULL,NULL
591,"HAYT, HAYT & LANDAU, LLC - NJ","Jim Martin",NULL,NULL,591,"2019-10-22 03:22:35","2022-01-10 19:06:11",,NULL,NULL
598,"Bright Data Ltd","Courtnee Smith",brightdata,NULL,598,"2019-10-22 03:22:35","2022-01-11 03:47:33",,NULL,NULL
600,HRMC,"Courtnee Smith",human-resource-management-center,NULL,600,"2019-10-22 03:22:35","2022-01-10 19:06:15","FL  ",NULL,NULL
607,"ICE OTC AND TRADE VAULT LLC","Courtnee Smith",NULL,NULL,607,"2019-10-22 03:22:35","2022-01-10 19:06:18","GA  ",NULL,NULL
622,"Ingram Micro Services LLC","Courtnee Smith",NULL,NULL,622,"2019-10-22 03:22:35","2022-01-10 19:06:25","IN  ",NULL,NULL
623,"Ingram Micro Services LLC - UK","Robert Harding",ingram-micro-lifecycle-services,NULL,623,"2019-10-22 03:22:35","2022-01-10 19:06:26",NULL,NULL,NULL
625,"INSIGHT FINANCIAL MARKETING LLC","Jim Gorzalski",NULL,NULL,625,"2019-10-22 03:22:35","2022-01-10 19:06:27","VA  ",NULL,NULL
626,"INSURANCE SMITH AGENCY","Jon Buckbee",smith-agency-llc,NULL,626,"2019-10-22 03:22:35","2022-01-11 06:17:12",VA,NULL,NULL
628,"Intelligent Lending (Partnership) - UK","Lucy-Marie Hagues",NULL,NULL,628,"2019-10-22 03:22:35","2022-01-10 19:06:28",,NULL,NULL
629,"Intercall (West UC)","Courtnee Smith",intercall,NULL,629,"2019-10-22 03:22:35","2022-01-10 19:06:29",,NULL,NULL
632,"Invenio Financial","Jim Martin",invenio-financial,NULL,632,"2019-10-22 03:22:35","2022-01-10 19:06:30","DE  ",NULL,NULL
647,"KEITER, STEPHENS, HURST, GARY AND SHREAVES P.C.","Courtnee Smith",keiter,NULL,647,"2019-10-22 03:22:35","2022-01-10 19:06:37","VA  ",NULL,NULL
